event_id,event_name,club_name,category,date,start_time,end_time,address,description
51741,LCA x LBO Alumni Night,LCA,Other,29 March,"Sun, 29 Mar 2026 12:00 PM","Sun, 29 Mar 2026 3:00 PM","Wilfrid Laurier University Waterloo Campus, University Avenue West, Waterloo, ON, Canada","Curious about where a science degree from Laurier can take you? Join us for Laurier Science Alumni Night, where alumni from a variety of science backgrounds will share their career journeys, experiences after graduation, and insights into life beyond undergrad. This is a great opportunity to learn about different career paths, ask honest questions, and gain advice on grad school, professional programs, and entering the workforce."
56668,Leaders of Laurier Pitch Night,Leaders of Laurier (Waterloo),Sport/Competition,29 March,"Sun, 29 Mar 2026 12:00 PM","Sun, 29 Mar 2026 3:00 PM","Wilfrid Laurier University Waterloo Campus, University Avenue West, Waterloo, ON, Canada","Leaders of Laurier Pitch Night is a flagship competition where students present real ventures and initiatives to a panel of judges for prizes and recognition. Finalists will deliver short pitches followed by a Q&A with judges, with projects evaluated based on execution, impact, feasibility, and clarity of presentation. The event will also include networking opportunities and catered food, allowing attendees to connect with student founders, innovators, and leaders across campus."
54843,Service Business Laurier Spikeball Tournament,Service Business Laurier (Waterloo),Sport/Competition,29 March,"Sun, 29 Mar 2026 1:00 PM","Sun, 29 Mar 2026 4:00 PM","Ansley Alumni Field, University Avenue West, Waterloo, ON, Canada",Join Service Business Laurier for our annual Spikeball Tournament in support of the Canadian Cancer Society! Teams will compete in a tournament style bracket with prizes awarded to the winners. Open to all Laurier students. Limited team spots available.
56951,Laurier Computing Society Hackathon,Laurier Computing Society (LCS) (Waterloo),Sport/Competition,29 March,"Sun, 29 Mar 2026 1:00 PM","Sun, 29 Mar 2026 10:00 PM","Wilfrid Laurier University Waterloo Campus, University Avenue West, Waterloo, ON, Canada","This is a hackathon hosted by our club that will be a low scale hackathon. Be prepared for amazing prizes, snacks, and show off your coding. designing, and prototyping skills!"
51931,Greek Independence Day Parade ,Hellenic Students Association (Waterloo),Party/BBQ/Social,29 March,"Sun, 29 Mar 2026 1:30 PM","Sun, 29 Mar 2026 5:30 PM","30 Thorncliffe Park Drive, East York, ON, Canada","The Greek Independence Day Parade is a vibrant celebration of Greek history and culture, featuring traditional music, dance, colourful costumes, and community organizations marching through the streets in honour of 1821. The event brings together families, students, and cultural groups to celebrate heritage, unity, and pride. The Hellenic Students Association (HSA) will be proudly participating in this year’s parade, representing our community and celebrating our shared traditions. If you want to support Greek Independence Day, join HSA!"
49795,LCG Networking Mixer,Laurier Consulting Club (LCC) (Waterloo),Industry/Career,29 March,"Sun, 29 Mar 2026 2:00 PM","Sun, 29 Mar 2026 5:00 PM","Wilfrid Laurier University Waterloo Campus, University Avenue West, Waterloo, ON, Canada","Curious about consulting and want to see what LCG is all about? Join us on March 29th from 2:00-5:00PM at the LCG Networking Mixer for a chance to see real consulting work in action and connect directly with industry professionals. Top LCG teams will present their strategic recommendations from the term to representatives from leading consulting firms, giving attendees an inside look at how consulting projects are developed and delivered.This event is a valuable opportunity to learn more about the club, network with current consultants and firm representatives, and increase visibility when applying for Consultant or Associate roles in the upcoming term. Whether you’re exploring consulting or looking to stand out, this mixer offers meaningful connections, real insights, and a strong first step into the consulting space."
52749,FURC 2026 Keynote- Dr. Roberta Bondar,FOSSA,Industry/Career,29 March,"Sun, 29 Mar 2026 7:00 PM","Sun, 29 Mar 2026 8:00 PM","Wilfrid Laurier University Waterloo Campus, University Avenue West, Waterloo, ON, Canada","We are thrilled to announce that Dr. Roberta Bondar will be the keynote speaker for this year’s FOSSA Undergraduate Research Conference! Dr. Bondar, the first Canadian woman and the world’s first neurologist in space , will be joining us to share reflections on her remarkable career at the intersection of neuroscience, medicine, and space exploration. She will also speak to the next generation of researchers about the future of science, innovation, and discovery."
51350,Sunday Game Night! ,GHG,Other,29 March,"Sun, 29 Mar 2026 9:00 PM","Sun, 29 Mar 2026 11:59 PM",Online Event,"In addition to our regular Friday Game Night, the club will be implementing another one every Sunday! During this event, we will playing games including, but not limited to, Jackbox, Gartic Phone, Just Act Natural, and much more! We look forward to seeing everyone at this new event!"
56649,FOMSA's Gotcha!,FOMSA,Other,30 March,"Mon, 30 Mar 2026 8:00 AM","Tue, 7 Apr 2026 4:00 PM","Wilfrid Laurier University Waterloo Campus, University Avenue West, Waterloo, ON, Canada","FOMSA is inviting you to play a campus-wide game of Gotcha.Registration will take place Friday, March 28th from 10:00 AM – 12:00 PM on the third floor of the Savaas Chamberlain Music Building. Drop by the FOMSA booth to sign up! There’s a $2 registration fee (to help cover the cost of the mystery prize), and you’ll need to provide your mylaurier email and a photo of yourself (you can take one on the spot). You’ll also receive a personalized sheet of stickers with your initials, these are how you’ll officially tag your targets once the game begins.After registration closes, the FOMSA exec team will spend the weekend assigning targets. You’ll receive your first target by email no later than 4:00 PM on Sunday, March 30th, 2025. The game runs from 8:00 AM on March 31st, 2025 until 4:00 PM on April 4th, 2025. The winner will be announced and receive their prize at the FOMSA Formal on the evening of April 4th."
56494,FOMSA Spirit Week,FOMSA,Other,30 March,"Mon, 30 Mar 2026 8:00 AM","Fri, 3 Apr 2026 8:00 PM","Wilfrid Laurier University Waterloo Campus, University Avenue West, Waterloo, ON, Canada","FOMSA Spirit Week is coming up from March 30th to April 3rd — time to show off your creativity and faculty pride! Participate in as many days as you’d like and earn bonus points in GOTCHA! just for participating!Monday, March 30: Dress up as a prof/twin day!Tuesday, March 31: Weird accessory day!Wednesday, April 1: Anything but a backpack day!Thursday, April 2: Dress as your instrument day!Friday, April 3: Dress as your favourite composer day!"
48521,FOSSA Fuel ,FOSSA,Other,30 March,"Mon, 30 Mar 2026 9:00 AM","Mon, 30 Mar 2026 11:00 AM","75 University Ave W, Waterloo, ON N2L 3C5","FOSSA will be hosting a FOSSA Fuel Event on Monday February 2,9,23 and Monday March 2,9,16,23 and 30 from 9:00 am to 11:00 am in the Science Atrium. This event is designed to ensure students get the proper nutrition to fuel their studies. The goal is to promote student wellness, support students, reduce stress, and foster community engagement within the Faculty of Science."
57312,Project Sunshine Cookie Bake Sale,PS Laurier,Other,30 March,"Mon, 30 Mar 2026 10:00 AM","Mon, 30 Mar 2026 4:00 PM","Wilfrid Laurier University Waterloo Campus, University Avenue West, Waterloo, ON, Canada","Come support Project Sunshine at our cookie bake sale! Stop by and enjoy delicious cookies while helping raise funds and awareness for an organization dedicated to supporting children facing medical challenges. It’s a fun way to treat yourself, connect with others, and contribute to a meaningful cause."
57331,Krispy Kreme Drive TCF Laurier,The Citizens Foundation - Laurier Chapter (TCF) (Waterloo),Other,30 March,"Mon, 30 Mar 2026 10:00 AM","Mon, 30 Mar 2026 4:00 PM","Wilfrid Laurier University Waterloo Campus, University Avenue West, Waterloo, ON, Canada","Krispy Kreme Fundraiser! Craving something sweet? Come grab a Classic Glazed Krispy Kreme donut at the TCF Laurier Krispy Kreme Drive in the Concourse on March 30th from 10 AM – 4 PM! Every donut you buy helps make a difference, all proceeds go directly to TCF’s foundation, supporting education initiatives for children in rural areas of Pakistan. 📚✨ Stop by between classes, bring your friends, and treat yourself while supporting a great cause. Swing by while quantities last!"
57368,Glioblastoma Research Fundraising Event,Society for Undergraduate Research and Outreach (SURO) (Waterloo),Other,30 March,"Mon, 30 Mar 2026 11:00 AM","Mon, 30 Mar 2026 3:00 PM","Waterloo, ON, Canada","Join us for a sweet way to support an important cause at our glioblastoma research fundraiser. Glioblastoma is one of the most aggressive and challenging forms of brain cancer, and continued research is essential to improving treatments and outcomes for patients. To help contribute to this effort, we will be selling delicious Crumbl cookies, with all proceeds going toward supporting glioblastoma research. Stop by, enjoy a fresh cookie, and take a moment to learn more about the impact of brain cancer and the importance of ongoing research. Every cookie purchased helps raise awareness and brings us one step closer to advancing research that can make a difference in the lives of patients and families affected by glioblastoma. Come support the cause, treat yourself to something sweet, and help us turn small actions into meaningful change."
56929,Case Handout,CASEC,Party/BBQ/Social,30 March,"Mon, 30 Mar 2026 12:00 PM","Mon, 30 Mar 2026 12:00 PM","Wilfrid Laurier University Waterloo Campus, University Avenue West, Waterloo, ON, Canada","Do you have what it takes to be a detective?Put your instincts to the test and come visit us in the concourse, where we’ll be handing out mini cases, detective keychains, puzzles, and more."
57162,Flow & Know,Healthy Hawks (Waterloo),Other,30 March,"Mon, 30 Mar 2026 2:30 PM","Mon, 30 Mar 2026 4:00 PM","Wilfrid Laurier University Waterloo Campus, University Avenue West, Waterloo, ON, Canada","Join us for Flow & Know, a fun trivia and yoga event! Answer some trivia questions, followed by some peaceful yoga and finish with some snacks and giveaway prizes."
56015, Political Science Master's Program Session,Association of Political Science Students (APSS),Other,30 March,"Mon, 30 Mar 2026 3:00 PM","Mon, 30 Mar 2026 4:30 PM","Wilfrid Laurier University Waterloo Campus, University Avenue West, Waterloo, ON, Canada","Laurier Political Science Master's Program Information Session, for students who are interested in applying for there master’s"
57485,Bingo Night!,Peace by Piece Laurier,Quiz/Trivia,30 March,"Mon, 30 Mar 2026 5:30 PM","Mon, 30 Mar 2026 7:30 PM","Wilfrid Laurier University Waterloo Campus, University Avenue West, Waterloo, ON, Canada","Join us for a fun Bingo and Trivia Night in celebration of Women’s History Month as we wrap up the semester! This event is open to everyone and is meant to be a relaxed night to hang out, play some games, and celebrate the achievements and impact of women throughout history. There will be bingo, trivia, and food, so come ready to have fun, test your knowledge, and spend time with friends before the semester ends. Whether you’re competitive or just looking for a chill way to take a break from school, everyone is welcome."
57682,Open-Mic for Palestine,Wilfrid Laurier Palestinan Justice Club,Other,30 March,"Mon, 30 Mar 2026 6:00 PM","Mon, 30 Mar 2026 11:00 PM","University of Waterloo, Student Life Centre, University Avenue West, Waterloo, ON, Canada","Join us for a Stay Woke, Laurier PJC, UW VFP and NASA collaboration open mic where we encourage you to Speak Your Truth on all things Palestine. We invite you all to find community during this time as we are filled with grief, anger, sadness and utter horror for what we are witnessing in Gaza. Drinks and snacks will be served. This is a free event open to all UW and WLU students, alumni, and community members."
56477,Tarot Decoded ,BEYOND,Party/BBQ/Social,30 March,"Mon, 30 Mar 2026 6:00 PM","Mon, 30 Mar 2026 8:15 PM","Waterloo, ON, Canada","Tarot Decoded is an educational workshop exploring tarot as a symbolic and interpretive system rather than fortune-telling. The event approaches tarot through symbolism, archetypes, cultural history, and psychological interpretation, encouraging critical thinking and symbolic literacy.We are hosting a professional tarot reader with over 20 years of experience, who will lead the session for approximately two hours. The speaker will:Present on the structure and history of tarot (Major and Minor Arcana)Explain archetypes and symbolic imagery within the cardsDiscuss ethical considerations in interpretationLead interactive exercises to practice symbolic readingFacilitate group discussion and Q&AThe remaining time will include an opening context-setting introduction and a closing reflection period."
49819,General Meetings,WLU Piano Forum (Waterloo),Other,30 March,"Mon, 30 Mar 2026 6:00 PM","Mon, 30 Mar 2026 8:00 PM","Wilfrid Laurier University Waterloo Campus, University Avenue West, Waterloo, ON, Canada","Join the WLU Piano Forum for our weekly club meetings on Mondays at 6:00pm, room M4031 in the Savvas Chamberlain Music Building!All attendees are welcome to perform and discuss any music they have prepared for other club members, with the option to receive constructive advice about their playing - musicians of all skill levels with interests of all kinds are welcome to join.We look forward to seeing you there and being able to share our love of music with everyone that attends!"
52480,FOSSA x COCA Easter Egg Hunt ,FOSSA,Other,30 March,"Mon, 30 Mar 2026 6:00 PM","Mon, 30 Mar 2026 7:30 PM","Wilfrid Laurier University Waterloo Campus, University Avenue West, Waterloo, ON, Canada",FOSSA and COCA are partnering up for an Easter Egg Hunt Fundraiser. Students will search the science atrium for chocolate easter eggs and the winner will get a gift card.
50407,International Education Studies Year End Formal ,International Education Studies Students Association (IESSA) (Waterloo),Ball/Dinner/Gala,30 March,"Mon, 30 Mar 2026 7:00 PM","Mon, 30 Mar 2026 10:00 PM","75 University Avenue West, Waterloo, ON, Canada","This is the year-end celebratory event for the International Education Studies Student Association, where IES students are encouraged to come out and connect with their peers and faculty members, bid farewell to our Third-years heading out on their placements, and send their best wishes to the graduating fourth-years! This year, we will also be raising money for CanTeach Connections, a registered charity organization determined to provide quality English education to adults and young learners in El Salvador! We have plenty of activities planned for the night and we look forward to seeing you there!"
49861,Animal Origami Night,LOC,Other,30 March,"Mon, 30 Mar 2026 7:00 PM","Mon, 30 Mar 2026 9:30 PM","75 University Avenue West, Waterloo, ON, Canada","Join Laurier Origami Club, Laurier Animal Rescue, and KW Pet Aid Club for a night of origami, documentaries, and chill vibes! Learn how to make animal models, watch an animal documentary, or just come and vibe out:)"
56229,Murder Mystery,ESA,Other,30 March,"Mon, 30 Mar 2026 7:00 PM","Mon, 30 Mar 2026 9:30 PM","75 University Avenue West, Waterloo, ON, Canada","The event will be an English themed murder mystery game! Come with your friends to test your knowledge, solve the mystery, and beat other groups to win a prize!"
56363,Dental Care Package ,Pre-Dental Society (Waterloo),Other,30 March,"Mon, 30 Mar 2026 7:00 PM","Mon, 30 Mar 2026 10:00 PM","75 University Ave W, Waterloo, ON N2L 3C5, Canada","Join the Pre-Dental Society at Laurier for our Dental Care Package Event! This event brings students together to assemble dental care packages that will be distributed to individuals in need within our community. Each package will include essential oral hygiene items such as toothbrushes, toothpaste, floss, and other dental care products to help promote better oral health. Oral health is an important part of overall health, yet many people face barriers to accessing basic dental supplies. Come out, help us create care packages, and contribute to promoting healthier smiles in our community!"
50708,BOTM Book Talk: March Edition,Laurier Book Club (Waterloo),Party/BBQ/Social,30 March,"Mon, 30 Mar 2026 7:00 PM","Mon, 30 Mar 2026 7:00 PM","Wilfrid Laurier University Waterloo Campus, University Avenue West, Waterloo, ON, Canada","Title: BOTM Book Talk: March Edition Time: 7:00–10:00 PM Location: Classroom Description: Laurier Book Club invites students to a guided discussion of our March Book of the Month. This event provides a relaxed space for thoughtful conversation, reflection, and connection with fellow readers. No prior book club experience required."
